0.2,9,1,1.5,0.33,0.66,k3,0.573202,114.11716890335083
0.2,9,9,1.5,0.33,0.66,k3,0.545163,163.49260926246643
0.2,9,5,1.5,0.33,0.66,k3,0.554366,296.7055788040161
0.2,9,1,1.5,0.33,0.33,k3,0.58476,408.48027443885803
0.2,9,9,1.5,0.33,0.33,k3,0.558433,438.9932792186737
0.2,9,5,1.5,0.33,0.33,k3,0.561644,510.4657373428345
0.2,9,1,1.5,0.33,1.0,k3,0.575342,892.1686191558838
0.2,9,9,1.5,0.33,1.0,k3,0.548373,1016.0402557849884
0.2,9,5,1.5,0.33,1.0,k3,0.555865,1147.1264343261719
0.2,9,1,1.5,0.66,0.66,k3,0.575771,1354.554152727127
0.2,9,9,1.5,0.66,0.66,k3,0.543236,1434.0957968235016
0.2,9,5,1.5,0.66,0.66,k3,0.55137,1571.6302876472473
0.2,9,1,1.5,0.66,0.33,k3,0.594392,1653.406439781189
0.2,9,9,1.5,0.66,0.33,k3,0.558647,1682.7906246185303
0.2,9,5,1.5,0.66,0.33,k3,0.559289,1719.3229413032532
0.2,9,1,1.5,0.66,1.0,k3,0.572132,2083.8836011886597
0.2,9,9,1.5,0.66,1.0,k3,0.547945,2311.0846564769745
0.2,9,5,1.5,0.66,1.0,k3,0.553296,2483.396963596344
0.2,9,1,1.5,1.0,0.66,k3,0.566781,2749.7291746139526
0.2,9,9,1.5,1.0,0.66,k3,0.546233,2887.664041042328
0.2,9,5,1.5,1.0,0.66,k3,0.549658,3049.9327960014343
0.2,9,1,1.5,1.0,0.33,k3,0.578981,3219.494707584381
0.2,9,9,1.5,1.0,0.33,k3,0.555437,3258.1202125549316
0.2,9,5,1.5,1.0,0.33,k3,0.562928,3337.5035076141357
0.2,9,1,1.5,1.0,1.0,k3,0.580693,3625.6476788520813
0.2,9,9,1.5,1.0,1.0,k3,0.547517,3817.295833349228
0.2,9,5,1.5,1.0,1.0,k3,0.550728,4132.5838985443115
0.2,9,1,1.5,0.33,0.66,median,0.494863,4412.381039857864
0.2,9,9,1.5,0.33,0.66,median,0.483519,4490.730878829956
0.2,9,5,1.5,0.33,0.66,median,0.48095,4608.588054418564
0.2,9,1,1.5,0.33,0.33,median,0.498074,4793.759890556335
0.2,9,9,1.5,0.33,0.33,median,0.497432,4840.626424789429
0.2,9,5,1.5,0.33,0.33,median,0.497003,4944.859633207321
0.2,9,1,1.5,0.33,1.0,median,0.493365,5224.697212219238
0.2,9,9,1.5,0.33,1.0,median,0.479452,5315.999134778976
0.2,9,5,1.5,0.33,1.0,median,0.483091,5436.040022850037
0.2,9,1,1.5,0.66,0.66,median,0.493151,5635.725470542908
0.2,9,9,1.5,0.66,0.66,median,0.485659,5733.678124427795
0.2,9,5,1.5,0.66,0.66,median,0.48887,5879.197384119034
0.2,9,1,1.5,0.66,0.33,median,0.507277,5999.745103597641
0.2,9,9,1.5,0.66,0.33,median,0.495077,6060.898426055908
0.2,9,5,1.5,0.66,0.33,median,0.5,6099.124691486359
0.2,9,1,1.5,0.66,1.0,median,0.485659,6349.928016662598
0.2,9,9,1.5,0.66,1.0,median,0.485017,6488.201407670975
0.2,9,5,1.5,0.66,1.0,median,0.485017,6574.84791469574
0.2,9,1,1.5,1.0,0.66,median,0.493579,6675.01503777504
0.2,9,9,1.5,1.0,0.66,median,0.48994,6736.730133533478
0.2,9,5,1.5,1.0,0.66,median,0.490582,6810.722292423248
0.2,9,1,1.5,1.0,0.33,median,0.50792,6947.786645650864
0.2,9,9,1.5,1.0,0.33,median,0.494435,7037.935565471649
0.2,9,5,1.5,1.0,0.33,median,0.496147,7137.144456624985
0.2,9,1,1.5,1.0,1.0,median,0.500642,7229.49239563942
0.2,9,9,1.5,1.0,1.0,median,0.47988,7384.160229444504
0.2,9,5,1.5,1.0,1.0,median,0.476884,7568.676421165466
0.2,9,1,1.5,0.33,0.66,k9,0.556935,7844.718044757843
0.2,9,9,1.5,0.33,0.66,k9,0.535531,7948.449491024017
